@timestamp,event.dataset,event.action,host.name,host.ip,user.name,source.ip,destination.ip,destination.port,url.full,process.name,process.command_line,file.path,file.hash.sha256,email.subject,raw,json
2024-11-18T18:30:10Z,identity,login_success,,,bchan,10.10.31.19,,,,,,,,,Auth: user=bchan interactive logon success,"{""@timestamp"": ""2024-11-18T18:30:10Z"", ""event"": {""dataset"": ""identity"", ""action"": ""login_success"", ""kind"": ""event"", ""category"": [""authentication""], ""outcome"": ""success""}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""Auth: user=bchan interactive logon success"", ""user"": {""name"": ""bchan"", ""email"": null}, ""source"": {""ip"": ""10.10.31.19""}, ""service"": {""name"": ""windows_logon""}}"
2024-11-18T18:32:00Z,terminal,command,WKSTN-031,10.10.31.19,bchan,,,,,,,,,,"2024-11-18T18:32:00Z bchan@WKSTN-031$ whoami /groups
(output truncated)","{""@timestamp"": ""2024-11-18T18:32:00Z"", ""event"": {""dataset"": ""terminal"", ""action"": ""command"", ""kind"": ""event"", ""category"": [""process""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""2024-11-18T18:32:00Z bchan@WKSTN-031$ whoami /groups\n(output truncated)"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""terminal"": {""command"": ""whoami /groups"", ""output"": ""(output truncated)""}}"
2024-11-18T18:33:00Z,terminal,command,WKSTN-031,10.10.31.19,bchan,,,,,,,,,,"2024-11-18T18:33:00Z bchan@WKSTN-031$ setspn -Q */*
(output truncated)","{""@timestamp"": ""2024-11-18T18:33:00Z"", ""event"": {""dataset"": ""terminal"", ""action"": ""command"", ""kind"": ""event"", ""category"": [""process""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""2024-11-18T18:33:00Z bchan@WKSTN-031$ setspn -Q */*\n(output truncated)"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""terminal"": {""command"": ""setspn -Q */*"", ""output"": ""(output truncated)""}}"
2024-11-18T18:33:10Z,endpoint,process_start,WKSTN-031,10.10.31.19,bchan,,,,,rubeus.exe,rubeus.exe kerberoast /nowrap,,,,EDR: suspicious Kerberoasting tool execution,"{""@timestamp"": ""2024-11-18T18:33:10Z"", ""event"": {""dataset"": ""endpoint"", ""action"": ""process_start"", ""kind"": ""event"", ""category"": [""process""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""EDR: suspicious Kerberoasting tool execution"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""process"": {""name"": ""rubeus.exe"", ""pid"": 4800, ""parent"": {""name"": ""powershell.exe"", ""pid"": 4700}, ""command_line"": ""rubeus.exe kerberoast /nowrap""}}"
2024-11-18T18:33:15Z,endpoint,kerberos_tgs_request,SRV-DC-01,10.10.0.10,bchan,,,,,,,,,,Windows Security 4769: TGS request for service account svc_sql; encryption=0x17,"{""@timestamp"": ""2024-11-18T18:33:15Z"", ""event"": {""dataset"": ""endpoint"", ""action"": ""kerberos_tgs_request"", ""kind"": ""event""}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""Windows Security 4769: TGS request for service account svc_sql; encryption=0x17"", ""host"": {""name"": ""SRV-DC-01"", ""ip"": [""10.10.0.10""]}, ""user"": {""name"": ""bchan"", ""email"": null}}"
2024-11-18T18:33:25Z,endpoint,file_write,WKSTN-031,10.10.31.19,bchan,,,,,,,C:\Users\bchan\AppData\Local\Temp\tgs_hashes.txt,6f4d3a2b1c0e9f887766554433221100ffeeddccbbaa99887766554433221100,,EDR: file_write Temp\tgs_hashes.txt (Kerberoast output),"{""@timestamp"": ""2024-11-18T18:33:25Z"", ""event"": {""dataset"": ""endpoint"", ""action"": ""file_write"", ""kind"": ""event"", ""category"": [""file""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""EDR: file_write Temp\\tgs_hashes.txt (Kerberoast output)"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""file"": {""path"": ""C:\\Users\\bchan\\AppData\\Local\\Temp\\tgs_hashes.txt"", ""hash"": {""sha256"": ""6f4d3a2b1c0e9f887766554433221100ffeeddccbbaa99887766554433221100""}}}"
2024-11-18T18:35:00Z,network,dns,WKSTN-031,10.10.31.19,bchan,10.10.31.19,,,,,,,,,DNS first_seen auth-checker.net -> 89.248.163.24,"{""@timestamp"": ""2024-11-18T18:35:00Z"", ""event"": {""dataset"": ""network"", ""action"": ""dns"", ""kind"": ""event"", ""category"": [""network""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""DNS first_seen auth-checker.net -> 89.248.163.24"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""source"": {""ip"": ""10.10.31.19""}, ""dns"": {""question"": {""name"": ""auth-checker.net""}, ""answers"": [{""data"": ""89.248.163.24"", ""ttl"": 120}]}}"
2024-11-18T18:35:08Z,network,flow,WKSTN-031,10.10.31.19,bchan,10.10.31.19,89.248.163.24,443,,,,,,,TLS upload sni=auth-checker.net bytes_out=120000 bytes_in=12000,"{""@timestamp"": ""2024-11-18T18:35:08Z"", ""event"": {""dataset"": ""network"", ""action"": ""flow"", ""kind"": ""event"", ""category"": [""network""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""TLS upload sni=auth-checker.net bytes_out=120000 bytes_in=12000"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""source"": {""ip"": ""10.10.31.19""}, ""destination"": {""ip"": ""89.248.163.24"", ""port"": 443}, ""network"": {""transport"": ""tcp"", ""bytes"": 132000}}"
2024-11-18T18:42:00Z,network,flow,WKSTN-031,10.10.31.19,bchan,10.10.31.19,10.10.5.11,445,,,,,,,ZEek: SMB session established to SRV-FILE-02,"{""@timestamp"": ""2024-11-18T18:42:00Z"", ""event"": {""dataset"": ""network"", ""action"": ""flow"", ""kind"": ""event"", ""category"": [""network""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""ZEek: SMB session established to SRV-FILE-02"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""source"": {""ip"": ""10.10.31.19""}, ""destination"": {""ip"": ""10.10.5.11"", ""port"": 445}, ""network"": {""transport"": ""tcp"", ""bytes"": 18000}}"
2024-11-18T18:42:05Z,endpoint,process_start,WKSTN-031,10.10.31.19,bchan,,,,,wmic.exe,"wmic /node:SRV-FILE-02 process call create ""cmd.exe /c whoami""",,,,EDR: remote execution via WMIC,"{""@timestamp"": ""2024-11-18T18:42:05Z"", ""event"": {""dataset"": ""endpoint"", ""action"": ""process_start"", ""kind"": ""event"", ""category"": [""process""]}, ""organization"": {""name"": ""ExampleCorp""}, ""tags"": [], ""event.original"": ""EDR: remote execution via WMIC"", ""host"": {""name"": ""WKSTN-031"", ""ip"": [""10.10.31.19""]}, ""user"": {""name"": ""bchan"", ""email"": null}, ""process"": {""name"": ""wmic.exe"", ""pid"": 5100, ""parent"": {""name"": ""cmd.exe"", ""pid"": 2210}, ""command_line"": ""wmic /node:SRV-FILE-02 process call create \""cmd.exe /c whoami\""""}}"
